SYMBOL	FC.Mouse A	FC.Mouse D	FC.Mouse B	FC.Mouse C	FC.Rat	FDR.Mouse A	FDR.Mouse D	FDR.Mouse B	FDR.Mouse C	FDR.Rat	DE.Mouse A	DE.Mouse D	DE.Mouse B	DE.Mouse C	DE.Rat
1700094C09Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D9Ertd278e	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2700023J09Rik	NA	NA	NA	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1500005K14Rik	NA	NA	NA	-1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810013P06Rik	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI551093	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110073H01Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810451A06Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310007F04Rik	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Sprrl1	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C130032J12Rik	NA	NA	NA	-1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Sprrl10	NA	NA	NA	-1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Brunol6	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9530048O09Rik	NA	NA	NA	-1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1600014K23Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210407G14Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Cklfsf5	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310028H24Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700011H22Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110020C03Rik	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430438D04Rik	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610002D18Rik	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410012M07Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430420E18Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700030E15Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Prlpn	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110057M17Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110027P15Rik	NA	NA	NA	-1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3000002B06Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810043G13Rik	NA	NA	NA	-1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700019L03Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9030411K21Rik	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833418A01Rik	NA	NA	NA	-1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700003M02Rik	NA	NA	NA	-1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933434G05Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700023I07Rik	NA	NA	NA	-1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610042G18Rik	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Mki67ip	NA	NA	NA	-1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310026J01Rik	NA	NA	NA	-1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Rnf127	NA	NA	NA	-1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700084J23Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4931417G12Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933424C08Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Thhl1	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700007N14Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921531C22Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zfp294	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700028N11Rik	NA	NA	NA	-2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700015M15Rik	NA	NA	NA	-1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810004A10Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310010G23Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830408B19Rik	NA	NA	NA	-1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730414N17Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330406M23Rik	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330571D19Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830443J22Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930507A01Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930035E12Rik	NA	NA	NA	-1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833411O04Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730499H23Rik	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Spag4l	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700008J08Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933403M22Rik	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2500001K11Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933425B16Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6720473G16Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830409B07Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700030B21Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Epb4.1l5	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930553P18Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2700059L22Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D530033C11Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930009E05Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410193C02Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110038F21Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610301F02Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D030069K18	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110037K17Rik	NA	NA	NA	-1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310002B14Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610021I23Rik	NA	NA	NA	-1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833403J16Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921509B22Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4931432M23Rik	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI843588	NA	NA	NA	-1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933426K21Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730455O13Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700008A04Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830443L24Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4832441B07Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933403M19Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
B230117O15Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933430F08Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Speer5-ps1	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810465G24Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D230034E10Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110050K14Rik	NA	NA	NA	-1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210008F06Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Mpa2	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Rkhd3	NA	NA	NA	-2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A530021J07	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A430107J06Rik	NA	NA	NA	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810028F09Rik	NA	NA	NA	-1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330426P16Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921506I22Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330431K02Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700034M03Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310015B20Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E430036I04Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110030K17Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2700017A04Rik	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932701A20Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C030048H21Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810409H07Rik	NA	NA	NA	-1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E430026H10Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700105P06Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1600002O04Rik	NA	NA	NA	-1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932702F08Rik	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930589M24Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C030011L09Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2300008B03Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900016B01Rik	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430426H19Rik	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930432J16Rik	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5033406O09Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610307P16Rik	NA	NA	NA	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830469G19Rik	NA	NA	NA	-1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810010N17Rik	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900017F05Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930509E16Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9030607L20Rik	NA	NA	NA	-1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700042O10Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700126L10Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9230116B18Rik	NA	NA	NA	-1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Prkwnk1	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D230044M03Rik	NA	NA	NA	-1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C230066G23Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933424C13Rik	NA	NA	NA	-1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430420C16Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6030422M01Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110051A18Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Lrrc5	NA	NA	NA	-1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Akr1a4	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Dp1l1	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1300015B04Rik	NA	NA	NA	-1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Krt25d	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921505D17Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210023C10Rik	NA	NA	NA	-1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1300002E11Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E130115I21Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1200015N20Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933427C19Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700026D08Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730537H01Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930543C13Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830408C22Rik	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810048P08Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700042D18Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1300007O09Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930010G16Rik	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610301N02Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921507G05Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700026P10Rik	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9930013L23Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700041C02Rik	NA	NA	NA	-1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730505K17Rik	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110018H23Rik	NA	NA	NA	-1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E130309B19Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110009F21Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930579D07Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700108F19Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AA536658	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933437N03Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410039E07Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933433G19Rik	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921528H16Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933424M12Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9130007G19Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700127F16Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1010001D01Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900036K24Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Apba2bp	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330416L11Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933407E14Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210006M16Rik	NA	NA	NA	-1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700083M11Rik	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430421F17Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700058C01Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933406C10Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D330022H12Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310033K02Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330411J11Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700109F18Rik	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700003D09Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9630005C17Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933411K05Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900056P18Rik	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700003I16Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9430034F23Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110038A09Rik	NA	NA	NA	-1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310007A19Rik	NA	NA	NA	-1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700011E04Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Tnrc4	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
BC024322	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110060D06Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810030N24Rik	NA	NA	NA	-1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4733401H21Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930473A06Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1500041B16Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730513H21Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830411K18Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2500004C02Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730409N16Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933421G18Rik	NA	NA	NA	-1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110014F12Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933437F05Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700010N08Rik	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AV040780	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833411C07Rik	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930040G15Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C530009C10Rik	NA	NA	NA	-1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700049E17Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AA415437	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210412D01Rik	NA	NA	NA	-1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zfp192	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4122401K19Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610021K21Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zfp50	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900019E01Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610035F20Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833409N03Rik	NA	NA	NA	-1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210402A03Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921513J16Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AA416451	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933407O12Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430405H02Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921529O18Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1300015D01Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900011G08Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830445C04Rik	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810073O08Rik	NA	NA	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9530086O07Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810458H16Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110035C09Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330525I24Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
0610025P10Rik	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
BC010787	NA	NA	NA	-1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930540M05Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310066F23Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933424M23Rik	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933401I19Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810465F10Rik	NA	NA	NA	-1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930442J19Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933438K21Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Za20d3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310057B04Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C330002I19Rik	NA	NA	NA	-1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
